Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
european parliament,has part,council,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission.","the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
european parliament,subsidiary,council,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission.","the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
court auditor,instance of,court,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officer of each union institution and of each body referred to in article 241 shall send to the court of auditors, with a copy to the accounting officer of the commission, at the same date as the transmission of the accounting officer of the commission or her final accounts, a representation letter covering their final accounts. their final accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements.","the accounting officer of each union institution and of each body referred to in article 241 shall send to the court of auditors, with a copy to the accounting officer of the commission, at the same date as the transmission of the accounting officer of the commission or her final accounts, a representation letter covering their final accounts","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
financial statement,uses,accounting principle,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officer of each union institution and of each body referred to in article 241 shall send to the court of auditors, with a copy to the accounting officer of the commission, at the same date as the transmission of the accounting officer of the commission or her final accounts, a representation letter covering their final accounts. their final accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements.","their final accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting principle,practiced by,accounting officer,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officer of each union institution and of each body referred to in article 241 shall send to the court of auditors, with a copy to the accounting officer of the commission, at the same date as the transmission of the accounting officer of the commission or her final accounts, a representation letter covering their final accounts. their final accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements.","their final accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that their final accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer,field of this occupation,consolidated account,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officer of the commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this article by the union institutions other than the commission, and by the bodies referred to in article 241. the final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements.","the accounting officer of the commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this article by the union institutions other than the commission, and by the bodies referred to in article 241","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
consolidated account,practiced by,accounting officer,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officer of the commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this article by the union institutions other than the commission, and by the bodies referred to in article 241. the final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements.","the accounting officer of the commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this article by the union institutions other than the commission, and by the bodies referred to in article 241","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
official journal,publisher,european union,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty. chapter 2 integrated financial and accountability reporting,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
euratom treaty,applies to jurisdiction,european union,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty. chapter 2 integrated financial and accountability reporting,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
european union,member of,euratom,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty. chapter 2 integrated financial and accountability reporting,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
financial,subclass of,accountability report,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty. chapter 2 integrated financial and accountability reporting,chapter 2 integrated financial and accountability reporting,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
financial,facet of,accountability report,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,the final consolidated accounts shall be published by 15 november in the official journal of the european union together with the statement of assurance given by the court of auditors in accordance with article 287 tfeu and article 106a of the euratom treaty. chapter 2 integrated financial and accountability reporting,chapter 2 integrated financial and accountability reporting,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
